content,title
"
,作為專門的資深工程師，而且我今天還有去Tech-Days 2010並且完成了尋找小光
初級任務的我來告訴各位吧，

（我在2005年也參加過一次，那個時候叫做Tech-ed）
（我會用Flex，Flash，當然也會寫.Net(C#/VB)跟Sliverlight，這篇文章會提到
更多的東西，並說為什麼微軟在發展HTML5的同時也要繼續發展Sliverlight）
（另外也翻譯了那篇討論串）
（對了，參加Tech-Days要5000-7000台幣，絕大部分的人都是公司出錢去參加的）

,
,

今天是台灣微軟公司一年一度的Techdays的第一天。

Techdays是微軟公司的重要活動，在Techdays中，會聚集來自全台灣各地的專家、優秀的
工程師、IT人員、主管以及SOHO族，一同參與微軟公佈最新技術規格、展示最新產品、社
群討論、實機操作等等的內容，是微軟與用戶之間重要的溝通管道，在今年的活動中，由
於Visual Studio跟.Net 4.0都已經在去年的內容中被當為主角，本次的重點放在其他的
部份，包括

1.微軟的雲端服務解決方案：Azure
2.微軟的虛擬化技術Hyper-V
3.微軟即將要推出的IE9以及對HTML5與CSS3的支持
4.SQL Server 2008 R2的Analysis和BI功能
等等的幾項重要主題，至於微軟打算用來跟Apple的iPhoneOS以及Google的Android對抗的
Windows Mobile 7還非常的低調，大概是跟現場參加者扣除微軟方面的人員超過90%都使
用iPhone和Android智慧型手機有關，拿著iPad到處走的人也所在多有。


另外，被微軟寄予厚望，冀望能成為對抗Flash以及HTML5，成為跨平台、作業系統以及用
戶端的前端應用程式解決方案Sliverlight(在Linux上面透過與Novell的合作，推出稱之
為Moonlight的跨平台版本），也在今年推出了4.0版本。

過去幾年，Sliverlight的能見度並不高，即使Flash不被iPhone所接受，但是Facebook
相關小遊戲全部都是透過Flash技術製作，多數線上串流影音解決方案也是Adobe的天下，
讓即使能跟Visual Studio整合，還能用C#或VB寫Code的Sliverlight消沉好一陣子。不過
，微軟並沒有放棄Sliverlight下一代的開發，而這次，微軟為了推廣Sliverlight，首度
採用全新的行銷方式：

他們作了一個Sliverlight娘-藍澤光。

,
引用自台灣微軟Sliverlight網站。

這個帶有濃濃日本風（不，這根本就是日本名字吧，甚至連討厭吃的東西都有納豆，那根
本就是日本人才有的屬性啊）二次元美少女，就是Sliverlight 在台灣的代言人（至於會
不會也是在日本的代言人，這還不知道，不過肯定的是，日本已經知道這件事了，等一下
會說明），台灣微軟甚至還在這次舉辦的 Tech-Days設計了「尋找小光」的活動，利用
SNS來增加小光的曝光率，然後藉由這個同人角色，帶動Sliverlight的名氣。

而且整個Sliverlight官網到處都是小光的圖片。這不確定是不是微軟的第一次，但肯定
是台灣微軟的第一次。

過去日本也曾經出現同人創作的OS娘，像是Windows95娘，WindowsXP娘等等，而這次，消
息傳到日本去，今天晚上九點多由日本傳回來的討論串：

Microsoft Silverlight 第一弾 光 誕生

    売れない役者(東京都)：好可愛啊。
    行政官(埼玉県)：台灣開始了。
    演歌歌手(チリ)：同人作家出頭天的日子到了！
    レオナルド・ディカプリオ(京都府)：明明是台灣為什麼角色的名字是日本人啊？
    キチガイ(千葉県)：藍沢光是絕對有人同名同姓的啊。
    漫画家(関西地方)：為什麼角色的名字是用日本化來唸啊？あいざわひかる是這樣唸
嗎？
    タルト(岡山県)：生日是昨天耶，忘記送禮物了。
    バレエダンサー(チベット自治区)：這個是釣人上當的陷阱吧，台灣的話
Sliverlight還沒有這麼普及吧。
    コピーライター(神奈川県)：稍微安裝一下好了
    火狐厨(徳島県)：可是Sliverlight還沒有普及啊。
    児童文学作家(東京都)：這個也很棒！還有分初級任務和高級任務啊！
    ニュースキャスター(北海道)：不太了解耶，任務期間只有兩天嗎？那之後就要被開
除了嗎？
    タルト(岡山県)：興趣和喜歡的食物，誰來幫忙翻譯一下？
    （之後有人幫忙翻譯了）
    社員(チベット自治区)：果然真的有點小腹呢！吃太多了吧。
    VIPPER(関西地方)：討厭的東西：納豆。
    放送作家(大阪府)：不喜歡吃納豆，是反日者嗎？
    タコライス(愛知県)：之所以是四女，是因為Sliverlight的版本是第四版了嗎？
    児童文学作家(チベット自治区)：
    長女 中國
    次女 日本
    三女 韓國
    四女 台灣
    是這樣嗎？
    中学生(宮崎県)：因為是日本名字，所以日本應該排第四吧。
    児童文学作家(広島県)：連SD版的都有啊！
    タンメン(東日本)：好厲害！台灣的Sliverlight的開發環境會因為這個角色而活化
吧。
    司法書士(catv?)：日本
    ,
    台灣
    ,

    台灣的勝利
    声楽家(東京都)：比較日韓中德英台的Sliverlight官網
        日本
        ,

        韓国
        ,

        中国
        ,

        ドイツ
        ,

        英語
        ,


        台湾
        ,

    果然只有台灣非常奇怪啊。

    家畜人工授精師(北海道)：
    明顯的很奇怪吧！
    ,

    小説家(神奈川県)：台灣人也有說日本完蛋了討論串啊：
    ,


台灣的同人畫家很有實力的啊！

--
所有我的作品，請到.....
～四十八個德瑞克～,
馬皇本紀：,
上官先生傳：,

--
,◆ From: 118.166.218.87
,討論到雲端服務就有點離題了啦，不過Azure主要是在推Public Cloud，微軟將其機房
Release出來像是GAE一樣給用戶使用，用戶可以使用熟悉的程式語言（包括IronPython
跟Ruby跟微軟本身的C#/VB.NET/J#）開發雲端應用程式，目前這個已經相當成熟，也提供
SQL Server Service給用戶使用。

至於Private Cloud的方面，在他們發展出System Manager這個中央管理系統之後，配合
Hyper-V的虛擬化技術，我想在私有雲建制方面微軟應該有些東西可以給外界看看了。
,HTML5是標準，而且推動HTML5的主力是Google跟Apple啊，你看看MS在Mobile方面
敗成什麼樣子？現在佔有率連10%都沒，，另外他們今年的WIndows Mobile 7不會推出
亞太地區的手機，因為他們忘記把輸入法作進去啦

Sliverlight是MS獨有的技術，而且Sliverlight可以用C#等語言寫，HTML5只能用
Javsscript囉。
,如果你有Visual Studio就可以。
,不用，但是你要有Visual Studio的授權啊，這個比Flash貴很多好不好。
,後來又換掉啦！不是嗎？
,
解完初級任務的寶物來啦！
,
,對了，我想起來我有拍到海報照片，再傳上來吧
,現場的海報照片來囉！
,
",Re: 台灣微軟你好樣的
"
數字會說話
連載期間的時間第一篇有人推了

,
全31卷          累計2000萬冊    ＜集英社コミックスニュースWeb＞

,
全28卷          累計4700萬冊    ＜ネット記事＞,
完全版全22卷    累計400萬冊     ＜集英社コミックスニュースWeb＞
廉價輕裝版      累計96萬冊      ＜出版指標年報2010＞

,
1～15卷(通常版) 累計1330萬冊    ＜朝日新聞1999年7月5日＞
全23卷(通常版)  累計2100萬冊

,
全19卷          累計4700萬冊    ＜ネット記事＞,
廉價輕裝版      累計103.5萬冊   ＜出版指標年報2010＞

參考網站：
ジャンプ作品売り上げ推移
,
資料不少，有興趣可以看看:)

--
,◆ From: 219.91.100.177
,找到並已補上
",Re: [閒聊] 每10代的跳跳3大代表漫畫
"
請點選影片連結，推薦720P畫質

,
,
本來打算翻翻歌詞就好

但是心血來潮，就順便給我喜歡MAD上了字幕了

就當作推坑吧


日文能力很差，有錯誤還請指證一下

感謝m(_ _)m


--
,　   ,
,　  ,
,　 　,
,　　　  ,
,　　  ,
,  ,
--
,◆ From: 114.42.81.2
",[翻譯] 『守護神-The guardian』 / JAM Project
"
,


畫者是台灣人，shinia(女)

同人活動以東方為主，最近是MIO俺嫁狀態，CWT及FF都會報攤。

攤位名:慢性自殺

畫風可愛，女生也很喜歡。


有玩PSP初音第一代的人可以找找看，有一張LOADING圖是她畫的哦!


因為小妹是個對萌系也有點研究的阿腐這樣XD


--
,◆ From: 140.112.236.174
,有一張白色背景，咪哭捧很多花的，畫廊第三頁第二橫排右數第二張
,補一張繪師的好朋友良子大人的贈圖，來源為噗浪:
,
",Re: 台灣微軟你好樣的
"
,
日本的大作在遊戲機上.

首先先定義一下「大作」, 並不是單純好看的作品就算大作, 也不
是設定龐大 (很多難看都爆的小說設定都很大) 就叫大作, 而是在
設定上產生了某些典型, 對日後作品影響深遠的才叫大作.

比方說魔戒之所以是大作, 並不是因為森姆和佛朗多在搞基, 而是
魔戒設定了日後作品對精靈, 侏儒等的固定形象. 這些都被一再引
用. 在過去這些只是名詞而已, 為名詞賦與了大家通用的定義是大
作的特徵. 他們的故事和設定未必很出色, 但肯定的是, 大家都願
意去「參考」的才是大作.

可能你會說那是遊戲不是小說, 但創作這種迷因才是重心, 而不是
其類型.

在日本的話, 對日後動漫遊戲最大影響的, 根本就是兩大國民 RPG.
也就是 DQ 和 FF.

因為他們造就了很多日後的典型, 「日式 RPG」是因他們而產生的
, 而所謂的 RPG 形式的動漫反而是先有遊戲再抄考遊戲而派生出來
的.

比方說飛空艇, 魔導士, 陸行鳥, 美少年拿大支的武器, 史萊姆和
觸手的盛行, 都是他們弄出來的, 在西方奇幻就沒那麼多史萊姆,
而且西方奇幻的史萊姆是高級很噁心的妖怪, 跟日式的低級可愛嘍
囉是兩回事.

另外就是「白魔導士」的產生, 西方奇幻中, 治療能力通常並不視
為魔法, 生命的力量往往是神或混沌才獨有的, 治療本身是那種神
秘能力的延伸, 治療本身不是能力. 把這變成「白魔法」也是日本
某些大作遺留下來的觀念.

「魔法戰士」在西方也是沒有的觀念, 那也是從日本發明的. 日本
和西方不同的地方, 是日本不受傳統宗教理念的鉗制.

今天我們看的「RPG 式」東西甚至東亞的遊戲, 有奇幻成份的話,
都或多或少受了 FF 的影響, 這才是大作的本色: 是頻繁的參考對
象, 影響深入大眾的骨髓而不自知.

--

    基於思源的概念, 而宣傳的的香港 BBS:
    telnet://hkday.net
    民國無雙官方網站:
    ,

--
",Re: [閒聊] 日本有奇幻大作嗎?
"
,
,
,






沒有目標、不斷走在錯誤道路下的K-ON!.....
這意思是....

不管怎樣 老師結束K-ON的心意相當堅決
各位不用幻想什麼大學篇還是三期了(淚)




--
,
,
--
,◆ From: 114.26.63.69
,那句修成這樣應該比較ok
",[K-ON] 單行本4卷 炸牡蠣老師的後記
"
單指ACG的書

昨天我剛從okinawa回來

只買了空之境界的文庫版跟 貓物語黑

總覺得錯過很多東西

okinawa我只找到兩間賣ACG物的店

都在omoromachi電車站邊

他們是同時出租跟零售

其中一家有買賣中古書

整套中古月姬1600羊
中古黑執事2000羊
天上天下1-10 11-20各2000

都差點買下去  可是怕品質出問題


所以我想請教這種在日本中古ACG書的買賣
品質好不好，還有新書附的贈品是不是都沒了

這次對我最有殺傷力的是破刃第8集皇后穿泳裝的封面(新書)

考量到沒出完，還是沒買



eva 破 通常版竟然品切，該不會是在okinawa的關係吧

--
好多書到台灣以後，代理商都把它變小了
像saki，光的棋，
黑執事好像也是被縮小了

有錢又看的懂得直接收日板吧


--
,◆ From: 218.167.66.132
",[問題] 如果到日本，怎麼買書比較划算
"
奇數彈:
就是噴過來中間有一顆的 你不閃就會被噴掉
(小兵跟小小兵幾乎都屬這種 沒辦法 機體性能太爛XD)

偶數彈:
噴過來中間是空的 就算發呆都可以安全閃過去的都算
(當然也有例外 通常是玩家的機體太胖/距離太近 結果躺著也中槍.....)

亂擊彈:
就同字面 亂轟一通的那種(通常是少數敵人起笑才會用的招)

火網彈:
只是純粹限制你活動空間的 跟著她走就不會有事
(洞窟社後期作品常用)

暴風彈:
應該說""爆""風彈 就是著彈點會有爆炸(傷害判定有+持久性有)的武器
敵我皆有 但近期偏少 而且都敵人在使用= =
(雷射或照射系光束我也算在內 因為只要不消滅來源 傷害判定就永遠存在)

彈壁:
子彈牆XD 通常是浮動難度過高造成的結果
(請參考怒首領蜂大復活--黑 XD)

判定:
就跟格鬥遊戲一樣 自機也有判定(更簡單的說 就是死穴 中槍就會噴的點)
早期都不顯示 要玩家自己抓 近期的會好心提示在哪裡
(但還是有人閃不過去= =)

安地:
安全區啦XD 站在那邊發呆 魔王就算開絕招+小兵偷襲也都打不到你XD
原因有二 一是官方故意留一手(彩京公司最愛這樣)
二就是官方設計失誤XD(通常不是BUG就是機體性能造成)

封印:
也是日本來的詞 站在小兵旁邊(一定距離內)或頭上
可以讓他不敢開槍 推測是小於最小射程 或是小兵知道開槍會變成自爆
(空地皆可 但空的比較危險 會觸礁)

難度(應該說RANK):
也是分兩種 一個就是自選的模式(像是那個沒穿內褲的蟲姬大人)
另外一種就是內建的浮動難度
(這個影響比較大 有的遊戲會顯示目前的浮動難度 像是怒首領蜂大復活--黑)

威脅最大的還是浮動難度 強烈影響敵人的攻擊慾望 囧
(差距大到可以 開始時敵人連開槍都懶 到敵人一出來就是三排砲彈)

USO避(我們稱神閃或超神閃):
就像機戰那樣 99%被命中還能閃光所有攻擊XD
套用在STG上 就像是從""彈壁""中 鑽出去還沒死那樣

自體覺醒:
這是套用在人類身上的名詞= =a
就跟鋼彈SEED一樣 玩家的某個開關被開啟之後 就會覺醒
會發動很多平常看不到的特殊能力(因人而異 最常見的是超神閃跟超反應)
(我自己有親身體驗過)

背後靈:
指身後的觀眾(海) XD 日本人稱Gallery

死ぬがよい:
這是魔王台詞 意為""乖乖受死吧""
出自怒首領蜂系列 挑戰最終大魔王--大佐前 他留給你的最後一言
(在打的時候真的會感覺很要命.......= =a)

先虎爛到這邊........

--
我對普通人沒有興趣，
      如果你們之中有人的屬性是,、,、,的話，就來找我吧！以上！
,
,
,
,

--
,◆ From: 114.45.161.86
",[虎爛][STG] 名詞解釋
"
,對不起, 因為看到這篇有提到古典音樂, 不得不講一些古典音樂知識.

根據我高中買一大堆古典鋼琴音樂作品, 應該說東方的音樂並不是模仿貝多芬的鋼琴奏名
曲, 而是模仿貝多芬之後浪漫樂派後期至國民樂派前期這類型作曲家的風格.

簡單的說, 從貝多芬過世之後, 許多音樂創作者開始從事轉調類型的作曲手法. 所謂的轉
調類型手法意思是指從原先的調號利用半音方式而開始轉其他調號, 雖然貝多芬之前的作
曲家以及他的作品也有轉調的手法, 但是使用的是第一轉到屬性第五(例如從Do大調轉到
So大調),或是從大調轉成小調(從Do大調轉到La小調), 反觀浪漫樂派後期到國民樂派前期
的作曲家, 開始利用其他不一樣的轉調方式, 讓音樂開始豐富起來, 並且呈現出跳躍式的
演奏手法.

大家如果有空可以欣賞李斯特的鋼琴奏鳴曲, 或是拉赫曼尼諾夫的鋼琴協奏曲, 他們就是
使用這種轉調的手法來呈現音樂的多變性, 而這種手法後來到了二十世紀初期, 因為印象
派的無調式轉調音階, 而讓音樂又呈現既虛空且有點飄邈的音樂印象手法.

因此如果想聽跟東方差不多的的作曲風格, 可以參考李斯特, 蕭邦, 柴可夫斯基的音樂.

--
,◆ From: 163.30.65.203
",Re: [閒聊] 東方音樂抄襲貝多芬的可能性
"

或許你對板上近來的閒聊風氣有些感想或者是沒有感想
不過不管怎麼樣 這次是你找到一部好作品的機會

閱讀用BGM~A moon filled sky
,
,
,

ef - a tale of the two ~ Not just a fairy tale

關於ef到底是什麼?
,~無可忘卻的回憶與救贖
,~記憶的追尋與夢想的未來
,~對自己的懷疑與尋求未來的腳步
,~忘卻共同度過那一段日子與包附哀傷的堅強
,~即使忘卻悲傷也要走出黑暗的過去

,
,聖誕夜中獨自佇立的少女

,
,從頂樓飛下來的紙飛機

,
,夜晚暈倒在街上的少女

We always keep minority spirit.
想要尋找一份少數派感動的你絕對不能忘記
一部發生在聖誕夜的小小童話......


,
,
細雪紛飛的夜晚　遙遠的頌歌傳達著祝福以及全新的開始

我在這里等待著　等待著不知是多久以前與某個人的約定

「伊呀」教堂沉重的木門在我身後開了起來

「晚安」「如果你是要參加彌卅的話　那麼你來晚了喔～」


--
,
,
,
,

,

--
,◆ From: 114.32.132.4
",Re: [閒聊] 板上近來的閒聊風氣
"
,

除了置底的PV外
這個也可以看看各新番的廣告CM~

--
,
,
,◥,
,
,
,▇▆▇,

--
,◆ From: 140.115.62.41
",[NICO] 十月新番介紹+各個CM 
"





之前有發過鈴仙的版本
原本要製作許多人的部分
不過因為每個人口味和電腦解析度不同
所以選圖上就會有問題
因此就寫一篇教學教大家製作了
很簡單

首先請先下載範例
,
很抱歉還是鈴仙




--

打開之後會看到一個資料夾和crx檔
發布的時候只要crx就好了
編輯則是使用資料夾

首先在資料夾中看到一個manifest.json
管他三七二十一，用記事本硬開
就會發現他只是文字檔XD


""images"" : {
      ""theme_toolbar"":                  ""pic/toolbar.png"",
      ""theme_ntp_background"":           ""pic/ntp_background.png""
}

這一段是宣告使用的圖檔
左邊的類別是固定的
請參照,
在Image Elements裡面會有功能解說和推薦大小(超過也只是被蓋掉


--

如果只是要換圖
就將資料夾中的圖檔換掉即可
""name""的部分記得更改主題名稱

需要新增的話就加上類別，並且將右邊的圖檔路徑打好
記得除了最後一個以外都要加上逗號

例如
""images"" : {
      ""theme_toolbar"":                  ""pic/toolbar.png"",
      ""theme_ntp_background"":           ""pic/ntp_background.png""
}
變成
""images"" : {
      ""theme_toolbar"":                  ""pic/toolbar.png"",
      ""theme_ntp_background"":           ""pic/ntp_background.png"",
      ,
}


--

經驗談：
許多人使用Win7作業系統了
""theme_frame_inactive""
""theme_frame_incognito_inactive""類別的部分
(視窗外框)
對齊方式會因為最大化與否而有跑位的情況
因此如果你是打算要和分頁tab部分進行拼圖
可能會顧此失彼
所以推廌乾脆不要用.....

""colors"" : {
      ""frame"":                    [  77, 139, 217 ],
      ""frame_inactive"":           [ 152, 188, 233 ],
      ""frame_incognito"":          [  83, 106, 139 ],
      ""frame_incognito_inactive"": [ 126, 139, 156 ],
      ""toolbar"" :                 [ 210, 225, 246 ]
    },

這是顏色的部分，一樣有類別可參照
沒把握的人可以不用管它
--

""properties"" : {
      ""ntp_background_alignment"":       ""left bottom"",
      ""ntp_background_repeat"":          ""no-repeat""
}

對齊
一樣有類別
分成left right top bottom
和no-repeat  repeat-x  repeat-y  repeat
一樣沒把握的可以不要改





接著就是安裝了




--

在Google Chrome右邊的扳手圖案按下
在""工具""中找到""擴充機能""功能

接著上方有三個按鈕
請按下中間的""擴充機能包裝""

在第一個欄位選擇剛剛製作的圖檔資料夾
第二個欄位可以省略

然後他就會產生如sample附贈的crx檔

然後再將crx檔拖到Google Chrome視窗中
他會問你要不要安裝
選擇""安裝""，就OK了


預覽
,
,

--









--
われ刃向けるはアヤカシのみ。
　　吾斬り伏せるはアヤカシのみ。
　　　　潰した族は数知れず、
　　　　　　比類なき美貌のポニーテール少女。
　　　　　　　　月下に彷徨う、魔物を討つ者！

--
,◆ From: 61.62.150.86
",[教學] GoogleChrome主題製作方法
"
部落閣圖文版：
,

日本的少年JUMP是最熱門的少年雜誌，最初在臺灣
分為寶島少年及熱門少年兩本雜誌發售，後來大然
出版社惡性倒閉後，全部的漫畫遂回歸到寶島少年
上了，不過近期少年JUMP上的連載漫畫陷入青黃不
接的階段，少有新漫畫連載超過一年，更多得是十
多期就腰斬的漫畫。

讓現在東立也不知道該代理什麼漫畫進來，就讓許
多漫畫以一週連載兩期的方式趕進度了，仔細想想
，看寶島少年也十多年了，最近剛好發現某份統計
資料，上面記載了1987到2009腰斬的漫畫，以連載
未滿一年的漫畫為主，當然有些並不是被腰斬的，
像是鳥山明老師自《七龍珠》之後的漫畫，都是短
期集中連載的。

少年JUMP腰斬漫畫
,

有些被腰斬的作品，其實水準都不差，只是選擇的
時間和雜誌不對而已，讓我來提提我有印象的幾部
漫畫吧。

,

臺譯《豔陽少女》，北条司老師繼《貓眼》及《城
市獵人》的第三作，前兩作都以「美女動作劇」打
響名號的北条司老師，這次一反常態，改以溫馨、
感動人心的作品為主題，但沒有動作性，沒有殺必
死的《豔陽少女》很快的就被少年JUMP腰斬了，其
實這部遠比最近的《天使心》好看的說，後來的《
探長女神醫》更快就被斬了（汗），後來北条司老
師遂往青年漫發展了，老實說，這是比較恰當的，
畢竟少年JUMP的讀者比較低年齡層。

,

桂正和老師的作品，主角．桃生純太的「超級花花
公子」模樣，遭到質疑是抄襲「超級賽亞人」，不
過本作依然是大玩了桂老師喜歡的ＳＦ要素，角色
的個性也塑造得不錯，讓本作在完結後，改編了動
畫，其中，佐伯在更衣室誘惑純太的一幕，讓當時
還小的我熱血沸騰阿（笑），後來桂正和老師結束
幾套作品後，也往青年漫發展了。

,

臺譯《傀儡師左近》，以個性害羞怕生的主角．左
近及個性開朗樂觀的傀儡．右近的組合來解決各式
各樣的殺人案的作品，作畫．小畑健老師當時的畫
功就已經讓人驚豔，氣氛的營造也很不錯，只不過
對少年JUMP的讀者來說：「推理漫畫是難了些」，
最後還是遭到腰斬，不過後來還是能動畫化，但臺
版因連載頁數不足的緣故，最後一則故事並沒有收
入單行本內，成了夢幻般的故事。

,

臺譯《靈異Ｅ接觸》，休刊大王．冨樫不朽的名作
，通常都是一個月連載一次，總之，在這部作品的
時候，可以非常清楚，冨樫是隨興去畫的，故事沒
有什麼顯著的目標，純粹就是每一則小故事都包含
著冨樫的惡趣味，冨樫的作品，你可以沒看過《幽
遊白書》，也可以不看《獵人》，但《靈異Ｅ接觸
》卻不能不看！

當然也有許多被腰斬的漫畫，是真的非常非常的爛
的，在大然要倒之前，熱門少年的連載幾乎都是這
一類的，而自大然倒後，東立的寶島少年也不用跟
人競爭代理書進來，所以許多作品都是等到時局穩
定才代理，也因此許多夢幻般的爛作都沒機會看到
了，而腰斬的漫畫也多有許多值得一看的漫畫阿，
甚至比現在的熱門漫畫好看多了，只是機會未到而
已，期待好漫畫家能有出頭天的一日了。


--
巴哈的BLOG：,

--
,◆ From: 124.8.8.92
",[閒聊] 少年JUMP，1987~2009腰斬漫畫一覽表
"
,

Xbox360遊戲「偶像大師2」日前東京玩展上發表了重大消息

其中包括了

●全新的三人男性偶像團體「ジュピター」登場。成員有天ヶ瀬冬馬（CV：寺島拓篤）、
御手洗翔太（CV：松岡禎丞）

,
,
,
,
●偶像團體「竜宮小町」的四位團員水瀬伊織、雙海亞美、三浦梓、秋月律子，不能培育

,
,
發表的瞬間，會場現場急速冷凍

,
,

接著網路上也開始陷入一片地獄慘狀

,
,

理想↓
,
,
現實↓
,
,
無法培育的角色
,
,
與俊男偶像的親密照
,
,
,
,「偶像大師2」死亡
,
,
就連希特勒總統閣下也為之震怒

,


事發不到三天，立刻再給粉絲們第二次傷害

「偶像大師2」的製作者專訪

問： 對於全新的男性偶像團體「ジュピター」，你認為玩家們會如何反應呢?

製作人答:  當然大家一開始可能會無法接受，這點就算連在開發小組內部也有部分反對
的聲音。但「ジュピター」不會為了讓玩家討厭，而是是想讓玩家們忌妒、產生宿敵感而
創造出來的。也或許男性玩家們也會對他們產生友情也說不定。在這裡我先強調，他們和
女性偶像們絕對不會有特別結局，並不是想讓他們NTR女性偶像，只是想讓她們引起玩家
的忌妒心，請千萬不要誤解。19號將會開始放送偶像大師的廣播，請玩家們趁此機會聽聽
他們是些怎麼樣的角色

男性聲優が加わった『アイマス2』ラジオがイチャイチャリア充タイムでファン阿鼻叫
喚
,
,
,偶像大師廣播 簡易整理

・女性陣　「冬馬かっこいいー」　「木星のPV10回リピした」　「キャッキャ」

・雑談は全體的にイチャイチャリア充ラジオ。女性陣のテンションがはんぱない

・冬馬の中の人と冬馬が中の人繋がりで盛り上がる

・冬馬の中の人が最初に気に入ったのはやよい

・冬馬の中の人が一番すきなのは真。女性陣が「キャー」

・貴音の中の人が顔近づけてデュエットを！とかいちゃいちゃしてた

・女性陣「是非ライブきてー！」「ラルクの曲歌ってー！」

・ミニドラマで冬馬と響が喧譁→響「でもあいつかわいいな…ｗ」

因為男聲優帥的可以，女聲優們哈到不行

看來本作NTR確定.......
,
,====================
反正我也沒家機~~

--
,◆ From: 220.136.8.195
",[閒聊] 「偶像大師2」死亡事件簿 過程一覽
